prefix,truth,prediction,exact_match,bleu,levenshtein,meteor,rouge1_p,rouge1_r,rouge1_f,rouge2_p,rouge2_r,rouge2_f,rougeL_p,rougeL_r,rougeL_f
"class A {
  int a;
  public void test() {
    if (a > 0) {
      int b = x();
      if (b != 0) {
        call((b == 0) ? 0 : b - 1); // Noncompliant
","      }
",},0.0,0.017169129718104637,0.9933333333333333,0.058139534883720936,1.0,1.0,0.999999995,0.0,0.0,0.0,1.0,1.0,0.999999995
"package com.yyq.dp;

/**
 * 礼物的最大价值
 *
 * @author yyq
 * @since 2018/01/12
 */
","public class MaxValue {
",public class Yyq_Max_Price {,0.0,0.019141179028824187,0.9705882352941176,0.04672897196261683,0.75,0.75,0.749999995,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.75,0.75,0.749999995
"package cn.foxtech.device.protocol.v1.dahua.fire.core.utils;

public class StringUtil {
    public static String truncateString(String str, int length) {
        if (str.length() == length) {
            return str;
        }

        // IMEI(8 字节):BCD格式
","        StringBuilder sb = new StringBuilder();
",// 8 字节:BCD格式,0.0,0.01619868036841301,0.9929824561403509,0.08287292817679556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package com.ktools.warehouse.task.job;

/**
 * 任务结果
 *
 * @author WCG
 */
","public enum TaskResultState {
",@package task,0.0,0.026149980317261436,0.967741935483871,0.04901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package com.cheng.zenofdesignpatterns.patterns.observer.monitor;

/**
 * 所有观察者，通用接口
 */
","public interface MonitorObserver {
",public class Monitor {,0.0,0.02260286338477453,0.9841269841269841,0.0925925925925926,0.5,0.5,0.4999999950000001,0.0,0.0,0.0,0.5,0.5,0.4999999950000001
"package com.cheng.zenofdesignpatterns.patterns.observer.monitor;

/**
 * 所有观察者，通用接口
 */
public interface MonitorObserver {
	
	// 一发现别人有动静，自己也要行动起来
","	void update(String context);
",public void start(MonitorObserver observer) {,0.0,0.014115903847837825,0.9954337899543378,0.06369426751592357,0.2,0.3333333333333333,0.24999999531250006,0.0,0.0,0.0,0.2,0.3333333333333333,0.24999999531250006
"package com.joe.easysocket.server.backserver.mvc.coder;

import java.util.List;

import com.joe.easysocket.server.backserver.mvc.container.BeanContainer;
import com.joe.easysocket.server.backserver.mvc.impl.container.AbstractContainer;
import com.joe.easysocket.server.backserver.mvc.impl.param.ParamParserContainer;

/**
 * 请求数据处理器容器
 *
 * @author joe
 */
","public class DataReaderContainer extends AbstractContainer<DataReader> {
",public class RequestHandler extends AbstractContainer {,0.0,0.009123714359930275,0.9783653846153846,0.05535055350553506,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.2,0.2,0.19999999500000015,0.6666666666666666,0.6666666666666666,0.6666666616666668
"package com.locydragon.rli.util.enums;

/**粒子效果技能种类
 * @author LocyDragon
 * @version 1.3.3
 */
","public enum JobType {
",public class PlugInPlugIn {,0.0,0.018781631562457445,0.975609756097561,0.0462962962962963,0.5,0.5,0.4999999950000001,0.0,0.0,0.0,0.5,0.5,0.4999999950000001
"package com.steven.solomon.sort;

import com.steven.solomon.sort.enums.SortTypeEnum;
import com.steven.solomon.verification.ValidateUtils;

import java.util.Arrays;
import java.util.Collection;
import java.util.Comparator;

public class SortUtil {

    /**
     * 对给定的列表进行排序，支持升序和降序排序。
     *
     * @param <T>            列表元素的类型
     * @param sortTypeEnum   排序类型
     * @param list           要排序的列表
     * @param comparator 用于比较列表元素的比较器
     * @return 排序后的列表
     */
","    public static <T> Collection<T> sort(SortTypeEnum sortTypeEnum, Collection<T> list, Comparator<? super T> comparator) {
",},0.0,0.021348817113717822,0.9794628751974723,0.24232171112115727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package fr.gouv.beta.fabnum.kelrisks.metier.referentiel.interfaces;

import fr.gouv.beta.fabnum.commun.metier.IAbstractCRUDService;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.SecteurInformationSol;

import java.util.List;

import org.geolatte.geom.Geometry;

/**
 * Interface du Service qui gère les entités SecteurInformationSol
 */
","public interface ISecteurInformationSolService extends IAbstractCRUDService<SecteurInformationSol> {
",public interface SecteurInformationSol {,0.0,0.07508089466384293,0.9759036144578314,0.4463646131805158,0.75,0.5,0.5999999952,0.3333333333333333,0.2,0.24999999531250006,0.75,0.5,0.5999999952
"package ltd.newbee.mall.config;

import com.fasterxml.jackson.core.JsonParser;
import com.fasterxml.jackson.databind.DeserializationContext;
import com.fasterxml.jackson.databind.JsonDeserializer;
import org.apache.commons.text.StringEscapeUtils;
import org.springframework.boot.jackson.JsonComponent;

import java.io.IOException;

/**
 * 添加全局的json反序列化设置
 */
@JsonComponent
public class GlobalJsonDeserializer {

    /**
     * 字符串反序列化器
     * 过滤特殊字符，解决 XSS 攻击
     */
","    public static class StringDeserializer extends JsonDeserializer<String> {
",@JsonDeserializer,0.0,0.017303658646830825,0.993006993006993,0.24438356164383565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package ltd.newbee.mall.config;

import com.fasterxml.jackson.core.JsonParser;
import com.fasterxml.jackson.databind.DeserializationContext;
import com.fasterxml.jackson.databind.JsonDeserializer;
import org.apache.commons.text.StringEscapeUtils;
import org.springframework.boot.jackson.JsonComponent;

import java.io.IOException;

/**
 * 添加全局的json反序列化设置
 */
@JsonComponent
public class GlobalJsonDeserializer {

    /**
     * 字符串反序列化器
     * 过滤特殊字符，解决 XSS 攻击
     */
    public static class StringDeserializer extends JsonDeserializer<String> {

        @Override
        public String deserialize(JsonParser jsonParser, DeserializationContext deserializationContext) throws IOException {
            // 防止xss攻击
","            return StringEscapeUtils.escapeHtml4(jsonParser.getValueAsString());
",//    },0.0038314176245210726,0.010952101302772018,0.9963503649635036,0.19355768018869626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package com.neucore.neulink;

import com.neucore.neulink.impl.NeulinkEvent;
import com.neucore.neulink.impl.SysPropAction;

import java.util.List;

/**
 * 系统属性设置侦听器
 * add、del、upd
 */
","public interface IPropChgListener extends NeulinkConst{
",public class MyClass {,0.0,0.017657288603902636,0.9828326180257511,0.13663419913419914,0.25,0.2,0.22222221728395072,0.0,0.0,0.0,0.25,0.2,0.22222221728395072
"package kirjanpito.ui;

import java.math.BigDecimal;
import java.text.DecimalFormat;

import javax.swing.SwingConstants;
import javax.swing.table.DefaultTableCellRenderer;

/**
 * <code>TableCellRenderer</code>in toteuttava luokka, joka
 * näyttää rahamääriä.
 *
 * @author Tommi Helineva
 */
","public class CurrencyCellRenderer extends DefaultTableCellRenderer {
",public class TableCellRenderer extends Swing.Renderer {,0.0,0.05504914399551292,0.9910979228486647,0.3722641509433963,0.5714285714285714,0.6666666666666666,0.6153846104142012,0.16666666666666666,0.2,0.18181817685950424,0.5714285714285714,0.6666666666666666,0.6153846104142012
"package cn.foxtech.common.entity.service.device;


import cn.foxtech.common.entity.entity.DevicePo;
import cn.foxtech.common.entity.service.mybatis.BaseEntityMapper;
import org.springframework.stereotype.Repository;

//在对应的Mapper 接口上 基础基本的 BaseMapper<T> T是对应的pojo类
","@Repository   //告诉容器你是持久层的 @Repository是spring提供的注释，能够将该类注册成Bean
",public class MyBatisService {,0.0,0.020007394611802672,0.9877675840978594,0.13899682389512094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package cn.foxtech.common.entity.service.device;


import cn.foxtech.common.entity.entity.DevicePo;
import cn.foxtech.common.entity.service.mybatis.BaseEntityMapper;
import org.springframework.stereotype.Repository;

//在对应的Mapper 接口上 基础基本的 BaseMapper<T> T是对应的pojo类
@Repository   //告诉容器你是持久层的 @Repository是spring提供的注释，能够将该类注册成Bean
public interface DeviceMapper extends BaseEntityMapper<DevicePo> {
    //所有的crud都编写完成了
","}
",},0.0,0.005121685171516185,1.0,0.023364485981308414,1.0,1.0,0.999999995,0.0,0.0,0.0,1.0,1.0,0.999999995
"package cn.foxtech.common.entity.service.device;


import cn.foxtech.common.entity.entity.DevicePo;
import cn.foxtech.common.entity.service.mybatis.BaseEntityMapper;
import org.springframework.stereotype.Repository;

//在对应的Mapper 接口上 基础基本的 BaseMapper<T> T是对应的pojo类
@Repository   //告诉容器你是持久层的 @Repository是spring提供的注释，能够将该类注册成Bean
","public interface DeviceMapper extends BaseEntityMapper<DevicePo> {
",@Repository   //告诉容器你是持久层的 @Repository是spring提供的注释，能够将该类注册成Bean,0.0,0.015004725212679261,0.9887640449438202,0.20136228182205196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package top.zhenyuan.jidb.backend.tbm;

import java.io.File;
import java.io.FileOutputStream;
import java.io.IOException;
import java.nio.file.Files;
import java.nio.file.StandardCopyOption;

import top.zhenyuan.jidb.backend.utils.Panic;
import top.zhenyuan.jidb.common.Error;

// 记录第一个表的uid
","public class Booter {
",public static void main(String[] args) throws IOException {,0.0,0.008677014685211624,0.9936102236421726,0.029411764705882356,0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
"package com.Joeo8.io;

//循环控制关键字 break练习
","public class DemoIfCut {
",while (!is_running) {,0.0,0.03688693843998939,0.9577464788732394,0.09523809523809525,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
"package com.Joeo8.io;

//循环控制关键字 break练习
public class DemoIfCut {
    public static void main(String[] args) {
        for (int i = 1; i <= 10; i++) {
            if (i == 4) {
                break;
            } // 使用break循环控制关键之，直接打断循环，循环立即结束
","            System.out.println(""第 "" + i + "" 次输出！"");
",else {,0.007575757575757576,0.0113933613992946,0.9912280701754386,0.0700280112044818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package com.neucore.neusdk_demo.neulink.extend.auth.listener.result;

import com.neucore.neulink.impl.ActionResult;
import com.neucore.neusdk_demo.neulink.extend.auth.listener.result.data.AuthActionResultData;

public class AuthActionResult extends ActionResult<AuthActionResultData/*响应体data部分*/> {

","}
",},0.0,0.009238146982022957,1.0,0.03937007874015749,1.0,1.0,0.999999995,0.0,0.0,0.0,1.0,1.0,0.999999995
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
","            max=Math.max(max,prices[i]-min);
","min=Math.min(prices[i],prices[i-1]);",0.0,0.01791697157556511,0.9966216216216216,0.15999135830622802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            max=Math.max(max,prices[i]-min);
            //统计价格最低的买入时机
            min=Math.min(min,prices[i]);
        }
        return max;
    }

    //头条面筋,记录索引
    public int[] maxProfit3(int[] prices) {
        if (prices==null || prices.length<=0) {
            return new int[0];
        }
        int[] res=new int[2];
        int min=0,max=-1; //最小值索引和最大收益
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
","            int temp=prices[i]-prices[min];
",res[i]=max;,0.0,0.011066584191588487,0.9978932584269663,0.13229387120459551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            max=Math.max(max,prices[i]-min);
            //统计价格最低的买入时机
            min=Math.min(min,prices[i]);
        }
        return max;
    }

    //头条面筋,记录索引
    public int[] maxProfit3(int[] prices) {
        if (prices==null || prices.length<=0) {
            return new int[0];
        }
        int[] res=new int[2];
        int min=0,max=-1; //最小值索引和最大收益
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            int temp=prices[i]-prices[min];
            if(temp>max){
                max=temp;
                res[0]=min;
                res[1]=i;
            }
            //统计价格最低的买入时机
","            min=prices[i]<min?i:min;
",//记录索引,0.0,0.009005121927404793,0.9975535168195718,0.09181508816900165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            max=Math.max(max,prices[i]-min);
            //统计价格最低的买入时机
            min=Math.min(min,prices[i]);
        }
        return max;
    }

    //头条面筋,记录索引
","    public int[] maxProfit3(int[] prices) {
",},0.0,0.021301002419046873,0.9963269054178145,0.17688422688422692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
","    public int maxProfit2(int[] prices) {
",},0.004219409282700422,0.042009370931935804,0.9917627677100495,0.28506967303050257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
","    public int maxProfit(int[] prices) {
",},0.0,0.04688612169588133,0.9659863945578231,0.4983240223463688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            max=Math.max(max,prices[i]-min);
            //统计价格最低的买入时机
            min=Math.min(min,prices[i]);
        }
        return max;
    }

    //头条面筋,记录索引
    public int[] maxProfit3(int[] prices) {
        if (prices==null || prices.length<=0) {
            return new int[0];
        }
        int[] res=new int[2];
        int min=0,max=-1; //最小值索引和最大收益
","        for (int i=0;i<prices.length;i++) {
",for (int i=0;i<prices.length;i++) {,0.0,0.03512162203137686,0.995398773006135,0.21129033576022033,1.0,1.0,0.999999995,1.0,1.0,0.999999995,1.0,1.0,0.999999995
"public class MaxProfit121{
    public static void main(String[] args) {
        
    }

    //动态规划的板子,还是可以看的懂得
    public int maxProfit(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int[][] dp=new int[prices.length][2];
        dp[0][0]=0;
        dp[0][1]= -prices[0];
        for (int i=1;i<prices.length;i++) {
            dp[i][0]=Math.max(dp[i-1][0],dp[i-1][1]+prices[i]);
            dp[i][1]=Math.max(dp[i-1][1],-prices[i]);
        }
        return dp[prices.length-1][0];
    }

    //非递归的思路
    public int maxProfit2(int[] prices) {
        if (prices==null || prices.length<=0) {
            return 0;
        }
        int min=Integer.MAX_VALUE,max=0;
        for (int i=0;i<prices.length;i++) {
            //当天价格减去*之前*价格最低的买入时机
            max=Math.max(max,prices[i]-min);
            //统计价格最低的买入时机
","            min=Math.min(min,prices[i]);
",//如果最低的买入时机小于最低的买入时机，则最低的买入时机小于最低的买入时机,0.0,0.02229612446299575,0.9979570990806946,0.24411302982731556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package overriding;

public class OgrenciKrediManager extends BaseKrediManager{
	
	public double hesapla(double tutar) {
		return tutar * 1.10;

	}
}

/*
 *hesapla'yı aynı BaseKrediManager'daki aynı imza ile yazdığımız için OgrenciKrediManager'daki çalışır.
 *Bu yapılan işleme overriding denir.
 */

","//Java' da bir sınıfın herhangi bir operasyonu aksi belirtilmedikçe (overridable) üzerine yazılabilir. 
",public static void main(String[] args) {,0.007518796992481203,0.019903212605265518,0.9717514124293786,0.16651686946902655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package overriding;

public class OgrenciKrediManager extends BaseKrediManager{
	
	public double hesapla(double tutar) {
		return tutar * 1.10;

	}
}

/*
 *hesapla'yı aynı BaseKrediManager'daki aynı imza ile yazdığımız için OgrenciKrediManager'daki çalışır.
 *Bu yapılan işleme overriding denir.
 */

//Java' da bir sınıfın herhangi bir operasyonu aksi belirtilmedikçe (overridable) üzerine yazılabilir. 
",//Üzerine yazılmasını istemiyorsak operasyonu final olarak tanımlamak gerekir.,//Yazılırınız bir öğrencileri yapılır.,0.0,0.046226840435777114,0.987012987012987,0.3208448220185309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package leetcode2023;

public class CanJumpMin_45 {

    public static int jump(int[] nums) {
        int size = 0;
        int index = 0;
        int end = 0;
        for (int i = 0; i < nums.length - 1; i++) {
            index = Math.max(nums[i] + i, index);
            if (i == end) {
                // 如果当前到达了最高点，则重置最高点
","                end = index;
",} else {,0.0,0.015345270096022722,0.9919354838709677,0.13661202185792354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package net.heartsome.cat.ts.core.bean;

public interface IXMLBean {

	/**
	 * 返回 XML 格式的字符串
	 * @return ;
	 */
","	String toXMLString();
",},0.0,0.0227628262906186,1.0,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"/**
 * The <em>Roles</em> API.
 * 
 * @author madmath03
 */
","package com.monogramm.starter.api.role;
",```,0.0,0.04211415110983725,1.0,0.06097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"/**
 * Diese Datei ist Teil des Alexa Skills Rollenspiel Soloabenteuer.
 * Copyright (C) 2016-2017 Ferenc Hechler (github@fh.anderemails.de)
 *
 * Der Alexa Skills Rollenspiel Soloabenteuer ist Freie Software: 
 * Sie koennen es unter den Bedingungen
 * der GNU General Public License, wie von der Free Software Foundation,
 * Version 3 der Lizenz oder (nach Ihrer Wahl) jeder spaeteren
 * veroeffentlichten Version, weiterverbreiten und/oder modifizieren.
 *
 * Der Alexa Skills Rollenspiel Soloabenteuer wird in der Hoffnung, 
 * dass es nuetzlich sein wird, aber
 * OHNE JEDE GEWAEHRLEISTUNG, bereitgestellt; sogar ohne die implizite
 * Gewaehrleistung der MARKTFAEHIGKEIT oder EIGNUNG FUER EINEN BESTIMMTEN ZWECK.
 * Siehe die GNU General Public License fuer weitere Details.
 * 
 * Sie sollten eine Kopie der GNU General Public License zusammen mit diesem
 * Programm erhalten haben. Wenn nicht, siehe <http://www.gnu.org/licenses/>.
 */
","package de.hechler.aigames.response;
",```,0.0,0.005792920412243387,0.9968652037617555,0.13463983050847458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package 算法.算法书籍.排序;

import 算法.算法书籍.CompareUtils;

/**
 * 二叉树 ：那么就是N个数能除多少次2
 * <p>
 * 就是Log2,N 对数N不应该含有为0 , 那么a[0]站位。
 * <p>
 * 那么
 * 层数=floor(Log2,N)
 * 某个节点k
 * 上一个节点的坐标就是k/2
 * 子节点 2k,2k+1
 * 因为是最大优先，所以上面的是最大的
 *
 * @param <T>
 */
","public class Heap {
","public static int compare(T node, int[] nums) {",0.0,0.004362078728764439,0.9950738916256158,0.017605633802816906,0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
"package 算法.算法书籍.排序;

import 算法.算法书籍.CompareUtils;

/**
 * 二叉树 ：那么就是N个数能除多少次2
 * <p>
 * 就是Log2,N 对数N不应该含有为0 , 那么a[0]站位。
 * <p>
 * 那么
 * 层数=floor(Log2,N)
 * 某个节点k
 * 上一个节点的坐标就是k/2
 * 子节点 2k,2k+1
 * 因为是最大优先，所以上面的是最大的
 *
 * @param <T>
 */
public class Heap {
    public static void main(String[] args) {
        Comparable[] arrays = 选择.arrays2;
        Heap.sort(arrays);
        CompareUtils.show(arrays);
    }

    /**
     * 把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
     */
","    public static void sort(Comparable[] b) {
","public static void compare(Comparable[] arrays, int[] k) {",0.0,0.010083554166346976,0.9986754966887417,0.18131219429920728,0.5,0.6666666666666666,0.5714285665306124,0.2857142857142857,0.4,0.33333332847222225,0.5,0.6666666666666666,0.5714285665306124
"package 算法.算法书籍.排序;

import 算法.算法书籍.CompareUtils;

/**
 * 二叉树 ：那么就是N个数能除多少次2
 * <p>
 * 就是Log2,N 对数N不应该含有为0 , 那么a[0]站位。
 * <p>
 * 那么
 * 层数=floor(Log2,N)
 * 某个节点k
 * 上一个节点的坐标就是k/2
 * 子节点 2k,2k+1
 * 因为是最大优先，所以上面的是最大的
 *
 * @param <T>
 */
public class Heap {
    public static void main(String[] args) {
        Comparable[] arrays = 选择.arrays2;
        Heap.sort(arrays);
        CompareUtils.show(arrays);
    }

    /**
     * 把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
     */
    public static void sort(Comparable[] b) {
        Heap maxPQ = new Heap();
        //堆有序：少了最后一层的循环。 因为最后一层没必要下沉了 。
        int rightLastIndex = b.length;
        for (int i = rightLastIndex / 2; i >= 1; i--) {
            maxPQ.sink(b, i, rightLastIndex);
        }

        //把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
        while (rightLastIndex > 1) {//=1就排序完事了
            maxPQ.exch(b, 1, rightLastIndex--);
            maxPQ.sink(b, 1, rightLastIndex);
        }
    }

    /**
     * 下沉
     * 判断当前节点k 是否小于 两个子节点中大的那个。如果小于那么 互换，直到子节点 位置越界
     * 用于删除最上层的元素，交换成最后的元素 重新恢复成有序堆
     */
","    public void sink(Comparable[] a, int k, int rightLastIndex) {
",public static void sort(Comparable[] b) {,0.0013157894736842105,0.010098547019706323,0.9987864077669902,0.1330347734457324,0.5,0.375,0.4285714236734694,0.0,0.0,0.0,0.5,0.375,0.4285714236734694
"package 算法.算法书籍.排序;

import 算法.算法书籍.CompareUtils;

/**
 * 二叉树 ：那么就是N个数能除多少次2
 * <p>
 * 就是Log2,N 对数N不应该含有为0 , 那么a[0]站位。
 * <p>
 * 那么
 * 层数=floor(Log2,N)
 * 某个节点k
 * 上一个节点的坐标就是k/2
 * 子节点 2k,2k+1
 * 因为是最大优先，所以上面的是最大的
 *
 * @param <T>
 */
public class Heap {
    public static void main(String[] args) {
        Comparable[] arrays = 选择.arrays2;
        Heap.sort(arrays);
        CompareUtils.show(arrays);
    }

    /**
     * 把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
     */
    public static void sort(Comparable[] b) {
        Heap maxPQ = new Heap();
        //堆有序：少了最后一层的循环。 因为最后一层没必要下沉了 。
","        int rightLastIndex = b.length;
",*/,0.0,0.0041140143060965015,0.9989106753812637,0.04699248120300753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"package 算法.算法书籍.排序;

import 算法.算法书籍.CompareUtils;

/**
 * 二叉树 ：那么就是N个数能除多少次2
 * <p>
 * 就是Log2,N 对数N不应该含有为0 , 那么a[0]站位。
 * <p>
 * 那么
 * 层数=floor(Log2,N)
 * 某个节点k
 * 上一个节点的坐标就是k/2
 * 子节点 2k,2k+1
 * 因为是最大优先，所以上面的是最大的
 *
 * @param <T>
 */
public class Heap {
    public static void main(String[] args) {
        Comparable[] arrays = 选择.arrays2;
        Heap.sort(arrays);
        CompareUtils.show(arrays);
    }

    /**
     * 把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
     */
    public static void sort(Comparable[] b) {
        Heap maxPQ = new Heap();
        //堆有序：少了最后一层的循环。 因为最后一层没必要下沉了 。
        int rightLastIndex = b.length;
        for (int i = rightLastIndex / 2; i >= 1; i--) {
            maxPQ.sink(b, i, rightLastIndex);
        }

        //把最大的元素取出来，然后和最后的交换，然后下沉a[1],边界是交换的位置-1；循环,直到边界为1
        while (rightLastIndex > 1) {//=1就排序完事了
","            maxPQ.exch(b, 1, rightLastIndex--);
",```,0.0,0.012581692459362326,0.9992119779353822,0.17772401359416448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
