context,truth,prediction
"<fim_prefix>package com.github.erozabesu.yplkart.enumdata;

/**
 * カートの種類
 * @author erozabesu
 */
public enum KartType {

    /**<fim_suffix>
    RacingKart,

    /** 展示用カート */
    DisplayKart,

    /** 一般車両 */
    DriveKart;
}
<fim_middle>", レース用カート */, ランニングカート
"<fim_prefix>package com.github.erozabesu.yplkart.enumdata;

/**
 * カートの種類
 * @author erozabesu
 */
public enum KartType {

    /** レース用カート */
    RacingKart,

    /**<fim_suffix>
    DisplayKart,

    /** 一般車両 */
    DriveKart;
}
<fim_middle>", 展示用カート */, 展示用カート */
"<fim_prefix>package com.github.erozabesu.yplkart.enumdata;

/**
 * カートの種類
 * @author erozabesu
 */
public enum KartType {

    /** レース用カート */
    RacingKart,

    /** 展示用カート */
    DisplayKart,

    /**<fim_suffix>
    DriveKart;
}
<fim_middle>", 一般車両 */, ドライブ用カート
"<fim_prefix>/*
 * Sämtliche Werknutzungs-und Verwertungsrechte an dieser Software liegen beim Hauptverband der österreichischen
 * Sozialversicherungsträger. Insbesondere ist die Veränderung der Software oder einzelner Teile untersagt.
 */
package at.chipkarte.client.kse.soap.constants;

/**<fim_suffix>
public class AnfrageStatus {

  /**
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */
  public static final int IN_ARBEIT = 0;

  /**
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */
  public static final int FERTIG = 1;

  /**
   * Die Anfrage wurde bereits downgeloadet.
   */
  public static final int ABGEHOLT = 2;

  /**
   *<fim_middle>","
 * Konstanten für den Anfragestatus.
 */","
 * Die Anfragestatus-Konstanten.
 *"
"<fim_prefix> beim Hauptverband der österreichischen
 * Sozialversicherungsträger. Insbesondere ist die Veränderung der Software oder einzelner Teile untersagt.
 */
package at.chipkarte.client.kse.soap.constants;

/**
 * Konstanten für den Anfragestatus.
 */
public class AnfrageStatus {

  /**
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */
  public static final int IN_ARBEIT = 0;

  /**<fim_suffix>
  public static final int FERTIG = 1;

  /**
   * Die Anfrage wurde bereits downgeloadet.
   */
  public static final int ABGEHOLT = 2;

  /**
   * Die Verarbeitung war fehlerhaft. Der Download steht nicht zur Verfügung.
   */
  public static final int FEHLER = 3;

}
<fim_middle>","
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */","
   * Die Anfrage wurde erfolgreich abgeschlossen.
   */"
"<fim_prefix>
 */
public class AnfrageStatus {

  /**
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */
  public static final int IN_ARBEIT = 0;

  /**
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */
  public static final int FERTIG = 1;

  /**
   * Die Anfrage wurde bereits downgeloadet.
   */
  public static final int ABGEHOLT = 2;

  /**<fim_suffix>
  public static final int FEHLER = 3;

}
<fim_middle>","
   * Die Verarbeitung war fehlerhaft. Der Download steht nicht zur Verfügung.
   */","
   * Die Anfrage ist fehlerhaft."
"<fim_prefix>agt.
 */
package at.chipkarte.client.kse.soap.constants;

/**
 * Konstanten für den Anfragestatus.
 */
public class AnfrageStatus {

  /**
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */
  public static final int IN_ARBEIT = 0;

  /**
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */
  public static final int FERTIG = 1;

  /**<fim_suffix>
  public static final int ABGEHOLT = 2;

  /**
   * Die Verarbeitung war fehlerhaft. Der Download steht nicht zur Verfügung.
   */
  public static final int FEHLER = 3;

}
<fim_middle>","
   * Die Anfrage wurde bereits downgeloadet.
   */","
   * Die Anfrage wurde vom e-card Serversystem abgeholt."
"<fim_prefix>/*<fim_suffix>
package at.chipkarte.client.kse.soap.constants;

/**
 * Konstanten für den Anfragestatus.
 */
public class AnfrageStatus {

  /**
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */
  public static final int IN_ARBEIT = 0;

  /**
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */
  public static final int FERTIG = 1;

  /**
   * Die<fim_middle>","
 * Sämtliche Werknutzungs-und Verwertungsrechte an dieser Software liegen beim Hauptverband der österreichischen
 * Sozialversicherungsträger. Insbesondere ist die Veränderung der Software oder einzelner Teile untersagt.
 */","*
 * Konstanten für den Anfragestatus.
 */"
"<fim_prefix>/*
 * Sämtliche Werknutzungs-und Verwertungsrechte an dieser Software liegen beim Hauptverband der österreichischen
 * Sozialversicherungsträger. Insbesondere ist die Veränderung der Software oder einzelner Teile untersagt.
 */
package at.chipkarte.client.kse.soap.constants;

/**
 * Konstanten für den Anfragestatus.
 */
public class AnfrageStatus {

  /**<fim_suffix>
  public static final int IN_ARBEIT = 0;

  /**
   * Die Anfrage ist vom e-card Serversystem bearbeitet worden und zum Download bereit.
   */
  public static final int FERTIG = 1;

  /**
   * Die Anfrage wurde bereits downgeloadet.
   */
  public static final int ABGEHOLT = 2;

  /**
   * Die Verarbeitung war fehlerhaft. Der Download steht nicht zur Verfügung.
   */
  public static final int<fim_middle>","
   * Die Anfrage ist am e-card Serversystem in Bearbeitung.
   */","
   * Die Anfrage ist noch nicht vom e-card Serversystem bearbeitet worden.
 "
"<fim_prefix>package ru.ecom.ejb.services.entityform.interceptors;

import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

import static java.lang.annotation.ElementType.TYPE;

/**<fim_suffix>
@Retention(RetentionPolicy.RUNTIME)
@Target({TYPE})
public @interface AViewInterceptors {
     AEntityFormInterceptor[] value() ;
}
<fim_middle>","
 * При просмотре формы
 */","
 * Created by <NAME> on 14."
"<fim_prefix>package nl.itopia.corendon.utils;

import java.net.URL;

/**<fim_suffix>
public class IO {
    
    public static URL get(String path) {
        return get(path, true);
    }

    public static URL get(String path, boolean useClassLoader) {
        if(useClassLoader) {
            return IO.class.getClassLoader().getResource(path);
        } else {
            return IO.class.getResource(path);
        }
    }
}
<fim_middle>","
 * Â© 2014, Biodiscus.net robin
 */","
 *
 * @author <NAME>
 */"
"<fim_prefix>/**<fim_suffix>
package br.gov.camara.edemocracia.portlets.priorizacao;

import com.liferay.portal.kernel.exception.PortalException;

/**
 * Exceção lançada ao tentar alterar a configuração e existir um ou mais
 * usuários que não satisfaz a nova condição para o número total de votos
 * 
 * @author p_7339
 * 
 */
public class UsuariosComMaisVotosTotaisException extends PortalException {

}
<fim_middle>","
 * Copyright (c) 2009-2014 Câmara dos Deputados. Todos os direitos reservados.
 *
 * e-Democracia é um software livre; você pode redistribuí-lo e/ou modificá-lo dentro
 * dos termos da Licença Pública Geral Menor GNU como publicada pela Fundação do 
 * Software Livre (FSF); na versão 2.1 da Licença, ou (na sua opinião) qualquer versão.
 *
 * Este programa é distribuído na esperança de que possa ser  útil, mas SEM NENHUMA GARANTIA;
 * sem uma garantia implícita de ADEQUAÇÃO a qualquer MERCADO ou APLICAÇÃO EM PARTICULAR.
 * Veja a Licença Pública Geral Menor GNU para maiores detalhes. 
 */","
 * 
 * @author p_7339
 * 
 */"
"<fim_prefix>ião) qualquer versão.
 *
 * Este programa é distribuído na esperança de que possa ser  útil, mas SEM NENHUMA GARANTIA;
 * sem uma garantia implícita de ADEQUAÇÃO a qualquer MERCADO ou APLICAÇÃO EM PARTICULAR.
 * Veja a Licença Pública Geral Menor GNU para maiores detalhes. 
 */
package br.gov.camara.edemocracia.portlets.priorizacao;

import com.liferay.portal.kernel.exception.PortalException;

/**<fim_suffix>
public class UsuariosComMaisVotosTotaisException extends PortalException {

}
<fim_middle>","
 * Exceção lançada ao tentar alterar a configuração e existir um ou mais
 * usuários que não satisfaz a nova condição para o número total de votos
 * 
 * @author p_7339
 * 
 */","
 *
 * @author <NAME>
 */"
"<fim_prefix>package ltd.kumo.plutomc.framework.bukkit.hologram;

import ltd.kumo.plutomc.framework.bukkit.player.BukkitPlayer;
import org.bukkit.inventory.ItemStack;
import org.jetbrains.annotations.NotNull;

import java.util.function.Function;

/**<fim_suffix>
public interface WallpaperHologram extends Hologram {

    @NotNull
    Function<BukkitPlayer, ItemStack> getItem();

    void setItem(@NotNull Function<BukkitPlayer, ItemStack> item);

}
<fim_middle>","
 * 一种物品显示，放一个假的物品展示框，并在上面放一个假物品，并使物品展示框不可见
 */","
 * 墙纸悬浮物
 *
 * @author kumo
 */"
"<fim_prefix>package cn.schoolwow.quickdao.annotation;

import java.lang.annotation.*;

/**
 * 在字段上建立索引
 */
@Target(ElementType.FIELD)
@Retention(RetentionPolicy.RUNTIME)
@Repeatable(Indexes.class)
public @interface Index {
    /**
     * 索引类型
     */
    IndexType indexType() default IndexType.NORMAL;

    /**<fim_suffix>
    String indexName() default """";

    /**
     * 索引方法
     */
    String using() default """";

    /**
     * 索引注释
     */
    String comment() default """";
}
<fim_middle>","
     * 索引名称
     */","
     * 索引名称
     */"
"<fim_prefix>package cn.schoolwow.quickdao.annotation;

import java.lang.annotation.*;

/**<fim_suffix>
@Target(ElementType.FIELD)
@Retention(RetentionPolicy.RUNTIME)
@Repeatable(Indexes.class)
public @interface Index {
    /**
     * 索引类型
     */
    IndexType indexType() default IndexType.NORMAL;

    /**
     * 索引名称
     */
    String indexName() default """";

    /**
     * 索引方法
     */
    String using() default """";

    /**
     * 索引注释
     */
    String comment() default """";
}
<fim_middle>","
 * 在字段上建立索引
 */","
 * 索引注解
 *
 *"
"<fim_prefix>package cn.schoolwow.quickdao.annotation;

import java.lang.annotation.*;

/**
 * 在字段上建立索引
 */
@Target(ElementType.FIELD)
@Retention(RetentionPolicy.RUNTIME)
@Repeatable(Indexes.class)
public @interface Index {
    /**
     * 索引类型
     */
    IndexType indexType() default IndexType.NORMAL;

    /**
     * 索引名称
     */
    String indexName() default """";

    /**<fim_suffix>
    String using() default """";

    /**
     * 索引注释
     */
    String comment() default """";
}
<fim_middle>","
     * 索引方法
     */","
     * 索引字段
     */"
"<fim_prefix>hoolwow.quickdao.annotation;

import java.lang.annotation.*;

/**
 * 在字段上建立索引
 */
@Target(ElementType.FIELD)
@Retention(RetentionPolicy.RUNTIME)
@Repeatable(Indexes.class)
public @interface Index {
    /**
     * 索引类型
     */
    IndexType indexType() default IndexType.NORMAL;

    /**
     * 索引名称
     */
    String indexName() default """";

    /**
     * 索引方法
     */
    String using() default """";

    /**<fim_suffix>
    String comment() default """";
}
<fim_middle>","
     * 索引注释
     */","
     * 索引字段
     */"
"<fim_prefix>package cn.schoolwow.quickdao.annotation;

import java.lang.annotation.*;

/**
 * 在字段上建立索引
 */
@Target(ElementType.FIELD)
@Retention(RetentionPolicy.RUNTIME)
@Repeatable(Indexes.class)
public @interface Index {
    /**<fim_suffix>
    IndexType indexType() default IndexType.NORMAL;

    /**
     * 索引名称
     */
    String indexName() default """";

    /**
     * 索引方法
     */
    String using() default """";

    /**
     * 索引注释
     */
    String comment() default """";
}
<fim_middle>","
     * 索引类型
     */","
     * 索引类型
     */"
"<fim_prefix>datée 0.81
    { 25, 44, 43, 65, 153, 43, 171, 64 }, //Map 16 : Vérifiée & Updatée 0.81
    { 12, 44, 38, 60, 163, 44, 189, 60 }, //Map 17 : Vérifiée & Updatée 0.81
    { 29, 43, 58, 69, 163, 12, 200, 41 }, //Map 18 : Vérifiée & Updatée 0.81
    { 17, 41, 43, 55, 159, 41, 185, 55 }, //Map 19 : Vérifiée & Updatée 0.81
    { 61, 52, 90, 66, 179, 42, 200, 55 } //Map 20 : Vérifiée & Updatée 0.82
    };
  

  /*<fim_suffix>


  public static final int[] mires = { 700, 464, 370, 510, 437, 325, 630, 550, 560, 500, 548, 475, 535, 558, 940, 475, 548, 502, 595, 495, 469 };
}
<fim_middle>"," Explications Coordonnées
   * A, B, C, D (gauche) => Frigo Gauche
   * A, B = Pixel haut gauche A = X et B = Y
   * C => Pixel haut droite C = X
   * D => Pixel bas gauche D = Y
   * (Pareil pour frigo droite)
   * 
   * Explications Mires
   * Prendre le pixel de la ligne du milieu en Y
   */","*
   * @param mapId
   * @return
   */"
"<fim_prefix>package dia01.laboratorio4.exercicio;

/*<fim_suffix>

public class Exercicio_2 {

    public static void main(String[] args) {

    }

}<fim_middle>","
Crie um método chamado calcular que receba 3 parâmetros.
Os dois primeiros parâmetros devem ser números inteiros e o terceiro parâmetro deve receber uma BiFunction.

Ao invocar este método passe como parâmetro uma BiFunction que irá multiplicar os 2 numeros recebidos no método calcular.
Após executar o método criado imprima no console o valor retornado.
* */","*
 *
 * @author <NAME>
 */"
"<fim_prefix>package cn.foxtech.device.protocol.v1.dahua.fire.core.entity.infobj;

import lombok.AccessLevel;
import lombok.Getter;
import lombok.Setter;


/**<fim_suffix>
@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class InfObjGeneralDataEntity extends InfObjGeneralEntity {
}

<fim_middle>","
 * 信息对象: 注册包
 */","
 * 通用数据
 *
 * @"
"<fim_prefix>package io.metersphere.commons.constants;

public enum ReportTriggerMode {
    MANUAL,
    SCHEDULE,
    API,
    /**<fim_suffix>
    CASE,
    TEST_PLAN_SCHEDULE
}
<fim_middle>","
     * 性能测试用例执行触发报告
     */","
     * This is used to trigger report generation for a test"
"<fim_prefix>package com.eeeab.eeeabsmobs.sever.entity;

/**<fim_suffix>
public interface IEntity {
}
<fim_middle>","
 * 仅作为标识符,代表模组实体
 */","
 * Created by Zheng on 3/30/16.
"
"<fim_prefix>package moe.caa.multilogin.api.internal.handle;

import lombok.AllArgsConstructor;
import lombok.Getter;
import org.jetbrains.annotations.ApiStatus;

/**<fim_suffix>
@Getter
@ApiStatus.Internal
@AllArgsConstructor
public class HandleResult {
    // 通讯结果类型
    private final Type type;
    // 如果踢出，显示踢出消息
    private final String kickMessage;

    public enum Type {
        NONE,
        KICK;
    }
}
<fim_middle>","
 * 表示一个通讯结果
 */","
 * 通讯结果
 *
"
"<fim_prefix>/**<fim_suffix>
package jp.primecloud.auto.component.ultramonkey.process;
<fim_middle>","
 * <p>
 *  UltraMonkeyの制御機能の実装クラスを提供します。
 * </p>
 */","
 * @author yamamoto
 *
 */"
"<fim_prefix>package br.univali.portugol.nucleo.asa;

/**<fim_suffix>
public enum Quantificador
{
    /**
     * Esta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será um único valor.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro exemploQuantificador()
     *      {
     *           escreva(""O quantificador desta função é: VALOR"")
     *      }
     * 
     * </pre></code>
     * 
     *<fim_middle>","
 * Utilizado em declarações de funções para quantificar os parâmetros e o retorno 
 * da função.
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 */","
 * Enumeração que define o tipo de valor que será retornado na função ou recebido por parâmetro.
 * 
 * @author <NAME>
 *
 */"
"<fim_prefix>sta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será um único valor.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro exemploQuantificador()
     *      {
     *           escreva(""O quantificador desta função é: VALOR"")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */
    VALOR, 
    
    /**<fim_suffix>
    VETOR, 
    
    /**
     * Esta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será uma matriz. Este quantificador é definido pelo operador '[][]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[][] exemploQuantificador(inteiro param1[][])
     *      {
     *           escreva(""O quantificador da função é MATRIZ."")
    <fim_middle>","
     * Esta enumeração define que o valor retornado na função ou recebido por parãmetro
     * será um vetor. Este quantificador é definido pelo operador '[]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[] exemploQuantificador(inteiro param1[])
     *      {
     *           escreva(""O quantificador da função é VETOR."")
     *           escreva(""O quantificador do parâmetro 'param1' também é VETOR."")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */","
     * Esta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será um vetor. Este quantificador é definido pelo operador '[]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[] exemploQuantificador(inteiro param1[])
     *      {
     *           escreva(""O quantificador da função é VETOR."")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */"
"<fim_prefix>ador '[]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[] exemploQuantificador(inteiro param1[])
     *      {
     *           escreva(""O quantificador da função é VETOR."")
     *           escreva(""O quantificador do parâmetro 'param1' também é VETOR."")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */
    VETOR, 
    
    /**<fim_suffix>
    MATRIZ
}
<fim_middle>","
     * Esta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será uma matriz. Este quantificador é definido pelo operador '[][]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[][] exemploQuantificador(inteiro param1[][])
     *      {
     *           escreva(""O quantificador da função é MATRIZ."")
     *           escreva(""O quantificador do parâmetro 'param1' também é MATRIZ."")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */","
     * Indica que o parâmetro é uma matriz.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[][] exemploQuantificador(inteiro param1[][])
     *      {
     *           escreva(""O quantificador da função é MATRIZ."")
     *           escreva(""O quantificador do parâmetro 'param1' também é MATRIZ."")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */"
"<fim_prefix>package br.univali.portugol.nucleo.asa;

/**
 * Utilizado em declarações de funções para quantificar os parâmetros e o retorno 
 * da função.
 * 
 * @author Luiz Fernando Noschang
 * @version 1.0
 */
public enum Quantificador
{
    /**<fim_suffix>
    VALOR, 
    
    /**
     * Esta enumeração define que o valor retornado na função ou recebido por parãmetro
     * será um vetor. Este quantificador é definido pelo operador '[]'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro[] exemploQuantificador(inteiro param1[])
     *      {
     *           escreva(""O quantificador da função é VETOR."")
     *       <fim_middle>","
     * Esta enumeração define que o valor retornado na função ou recebido por parâmetro
     * será um único valor.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro exemploQuantificador()
     *      {
     *           escreva(""O quantificador desta função é: VALOR"")
     *      }
     * 
     * </pre></code>
     * 
     * @since 1.0
     */","
     * Esta enumeração define que o valor retornado na função ou recebido por parãmetro
     * será um inteiro. Este quantificador é definido pelo operador '()'.
     * <p>
     * Exemplo:
     * <code><pre>
     * 
     *      funcao inteiro exemploQuantificador(inteiro param1)
     *      {
     *           escreva(""O quantificador da função é INTEIRO."")
     *           retorne(param1)
     *     "
"<fim_prefix>package com.iohao.game.common.kit.adapter;


import java.io.Serial;

/**<fim_suffix>
class HuUtilException extends RuntimeException {
    @Serial
    private static final long serialVersionUID = 8247610319171014183L;

    public HuUtilException(Throwable e) {
        super(HuExceptionUtil.getMessage(e), e);
    }

    public HuUtilException(String messageTemplate, Object... params) {
        super(HuStrUtil.format(messageTemplate, params));
    }

    public HuUtilException(Throwable throwa<fim_middle>","
 * @author 渔民小镇
 * @date 2023-01-19
 */","
 * 异常工具类
 *
 * @author 刘斌
 * @version 1"
"<fim_prefix>package org.openyu.mix.activity.vo.target;

import javax.xml.bind.annotation.adapters.XmlJavaTypeAdapter;
import com.sun.xml.bind.AnyTypeAdapter;

/**<fim_suffix>
@XmlJavaTypeAdapter(AnyTypeAdapter.class)
public interface SpTargetActivity extends TargetActivity
{
	String KEY = SpTargetActivity.class.getName();

}
<fim_middle>","
 * 技能經驗目標活動
 */","
 * 
 * <p>
 * 目标"
"<fim_prefix>/**<fim_suffix>
package jp.primecloud.auto.component.windows;
<fim_middle>","
 * <p>
 *  windowsコンポーネントに関する制御機能を提供します。
 * </p>
 */","
 * @author yamamoto
 *
 */"
"<fim_prefix>package com.supermap.desktop.geometry.Abstract;

/**<fim_suffix>
public interface ILineMFeature extends ITypeFeature, IFlatFeature {

}
<fim_middle>","
 * 表示二维路由数据
 * 
 * @author highsad
 *
 */","
 * @author heykb
 * @date:2017/4/25
 */"
"<fim_prefix>package com.tun.app.iats_app.Observer;

/**<fim_suffix>

public interface Function {

    void function(Object... data);
}<fim_middle>","
 * 作者：TanTun
 * 时间：2018/7/21
 * 邮箱：32965926@qq.com
 * 描述：
 */","
 * Created by Administrator on 2016/3/17.
 */"
"<fim_prefix>package org.sinrel.engine.library.cryption;

import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;

import org.apache.commons.codec.digest.DigestUtils;

public abstract class MD5 {

	/**<fim_suffix>
	public static String md5Hex(String s) {
		return DigestUtils.md5Hex(s);
	}

	/**
	 * @param s обрабатываемая строка
	 * @return MD5 строки
	 */
	public static String md5( String s ) {
		return new String( DigestUtils.md5(s) );
	}
	
	public static byte[] md5( byte[] s ) {
		return DigestUtils.md5( s );
	}
	
	/**
	 * @param f обрабатываемый файл
	 * @return MD5 файла в hex, если вызвано исключение возвращает<fim_middle>","
	 * @param s обрабатываемая строка
	 * @return MD5 строки в Hex
	 */","
	 * @param f обрабатываемый файл
	 * @return MD5 файла в hex
	 */"
"<fim_prefix> abstract class MD5 {

	/**
	 * @param s обрабатываемая строка
	 * @return MD5 строки в Hex
	 */
	public static String md5Hex(String s) {
		return DigestUtils.md5Hex(s);
	}

	/**
	 * @param s обрабатываемая строка
	 * @return MD5 строки
	 */
	public static String md5( String s ) {
		return new String( DigestUtils.md5(s) );
	}
	
	public static byte[] md5( byte[] s ) {
		return DigestUtils.md5( s );
	}
	
	/**<fim_suffix>
	public static String getMD5(File f) throws IOException {
		FileInputStream fis = new FileInputStream(f);
		return DigestUtils.md5Hex(fis);
	}

}<fim_middle>","
	 * @param f обрабатываемый файл
	 * @return MD5 файла в hex, если вызвано исключение возвращает пустую строку
	 * @throws IOException
	 */","
	 * @param f файл
	 * @return MD5 строки в Hex
	 * @throws IOException
	 */"
"<fim_prefix>package org.sinrel.engine.library.cryption;

import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;

import org.apache.commons.codec.digest.DigestUtils;

public abstract class MD5 {

	/**
	 * @param s обрабатываемая строка
	 * @return MD5 строки в Hex
	 */
	public static String md5Hex(String s) {
		return DigestUtils.md5Hex(s);
	}

	/**<fim_suffix>
	public static String md5( String s ) {
		return new String( DigestUtils.md5(s) );
	}
	
	public static byte[] md5( byte[] s ) {
		return DigestUtils.md5( s );
	}
	
	/**
	 * @param f обрабатываемый файл
	 * @return MD5 файла в hex, если вызвано исключение возвращает пустую строку
	 * @throws IOException
	 */
	public static String getMD5(File f) throws IOException {
		FileInputStream fis = new FileInputStream<fim_middle>","
	 * @param s обрабатываемая строка
	 * @return MD5 строки
	 */","
	 * @param s обрабатываемая строка
	 * @return MD5 строки в Hex
"
"<fim_prefix>package crucian.benchmark;

import vnreal.network.substrate.SubstrateNetwork;
import vnreal.network.virtual.VirtualNetwork;

/**<fim_suffix>
public interface MappingAlgorithm {
    /**
     * 初始化，例如初始化底层网络资源的统计信息，以便后续增量更新
     *
     * @param substrateNetwork 底层网络
     */
    public void initialize(SubstrateNetwork substrateNetwork);

    /**
     * 映射
     *
     * @param substrateNetwork 底层网络
     * @param virtualNetwork   虚拟网络
     * @throws Exception
     */
    public void map(SubstrateNetwork substrateNetwork, VirtualNetwork virtualNetwork<fim_middle>","
 * @author LiRuiNet
 *         14-2-28 上午9:47
 */","
 * 映射算法
 *
 * @author <EMAIL>
 * @date 2020/6/2 10:58 上午
 */"
"<fim_prefix>package crucian.benchmark;

import vnreal.network.substrate.SubstrateNetwork;
import vnreal.network.virtual.VirtualNetwork;

/**
 * @author LiRuiNet
 *         14-2-28 上午9:47
 */
public interface MappingAlgorithm {
    /**
     * 初始化，例如初始化底层网络资源的统计信息，以便后续增量更新
     *
     * @param substrateNetwork 底层网络
     */
    public void initialize(SubstrateNetwork substrateNetwork);

    /**<fim_suffix>
    public void map(SubstrateNetwork substrateNetwork, VirtualNetwork virtualNetwork) throws Exception;
}
<fim_middle>","
     * 映射
     *
     * @param substrateNetwork 底层网络
     * @param virtualNetwork   虚拟网络
     * @throws Exception
     */","
     * 映射
     *
     * @param substrateNetwork 底层网络
     * @param virtualNetwork   虚拟网络
     * @throws Exception
     */"
"<fim_prefix>package crucian.benchmark;

import vnreal.network.substrate.SubstrateNetwork;
import vnreal.network.virtual.VirtualNetwork;

/**
 * @author LiRuiNet
 *         14-2-28 上午9:47
 */
public interface MappingAlgorithm {
    /**<fim_suffix>
    public void initialize(SubstrateNetwork substrateNetwork);

    /**
     * 映射
     *
     * @param substrateNetwork 底层网络
     * @param virtualNetwork   虚拟网络
     * @throws Exception
     */
    public void map(SubstrateNetwork substrateNetwork, VirtualNetwork virtualNetwork) throws Exception;
}
<fim_middle>","
     * 初始化，例如初始化底层网络资源的统计信息，以便后续增量更新
     *
     * @param substrateNetwork 底层网络
     */","
     * 初始化
     *
     * @param substrateNetwork 底层网络
     */"
"<fim_prefix>package sortUtils;

/**<fim_suffix>
public interface SortTemplate {
    int[] sort(int[] array) throws Exception;

}
<fim_middle>","
 * 排序算法的接口。
 * 通过接口的方法，可以大致看到必须要实现的算法
 */","
 * Created by <NAME> on 10/12/2016.
 */"
"<fim_prefix>package org.openyu.commons.dao;

/**<fim_suffix>
public interface CommonDao extends JdbcDao, GenericDao {

}
<fim_middle>","
 * 通用Dao
 * 
 * JdbcDao+GenericDao
 */","
 * Created by xiaodong on 2016/11/29.
 */"
"<fim_prefix>package cn.foxtech.device.protocol.v1.opcua.entity;

import lombok.AccessLevel;
import lombok.Getter;
import lombok.Setter;

@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaDataEntity {
    /**<fim_suffix>
    private String objectName;

    /**
     * 节点ID：opc设备侧的节点ID，它在设备内具有唯一性
     */
    private OpcUaNodeId nodeId;

    /**
     * 节点名称：opc设备侧的节点名，实际上它只在同一个父亲节点下名称唯一，但是在设备中可不唯一，它更多的是作为描述信息
     */
    private String nodeName;

    /**
     * 数据类型：opc设备侧的节点数值的数据类型
     */
    private String type;
}
<fim_middle>","
     * 对象名称：用户自定义的名称，在设备内部唯一
     */","
     * 对象名称：opc设备侧的节点名，实际上它只在同一个父亲"
"<fim_prefix>package cn.foxtech.device.protocol.v1.opcua.entity;

import lombok.AccessLevel;
import lombok.Getter;
import lombok.Setter;

@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaDataEntity {
    /**
     * 对象名称：用户自定义的名称，在设备内部唯一
     */
    private String objectName;

    /**
     * 节点ID：opc设备侧的节点ID，它在设备内具有唯一性
     */
    private OpcUaNodeId nodeId;

    /**<fim_suffix>
    private String nodeName;

    /**
     * 数据类型：opc设备侧的节点数值的数据类型
     */
    private String type;
}
<fim_middle>","
     * 节点名称：opc设备侧的节点名，实际上它只在同一个父亲节点下名称唯一，但是在设备中可不唯一，它更多的是作为描述信息
     */","
     * 节点名称：opc设备侧的节点名称，在设备内具有唯一性
     */"
"<fim_prefix>ter;
import lombok.Setter;

@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaDataEntity {
    /**
     * 对象名称：用户自定义的名称，在设备内部唯一
     */
    private String objectName;

    /**
     * 节点ID：opc设备侧的节点ID，它在设备内具有唯一性
     */
    private OpcUaNodeId nodeId;

    /**
     * 节点名称：opc设备侧的节点名，实际上它只在同一个父亲节点下名称唯一，但是在设备中可不唯一，它更多的是作为描述信息
     */
    private String nodeName;

    /**<fim_suffix>
    private String type;
}
<fim_middle>","
     * 数据类型：opc设备侧的节点数值的数据类型
     */","
     * 数据类型：opc设备侧的数据类型，它在设备中具有唯一性
"
